layer,head,patch_common_features_k5_s1.0_cls1,patch_count_k5_s1.0_cls1,cls_common_features_k5_s1.0_cls1,cls_count_k5_s1.0_cls1,patch_common_features_k5_s2.0_cls1,patch_count_k5_s2.0_cls1,cls_common_features_k5_s2.0_cls1,cls_count_k5_s2.0_cls1,patch_common_features_k5_s4.0_cls1,patch_count_k5_s4.0_cls1,cls_common_features_k5_s4.0_cls1,cls_count_k5_s4.0_cls1,patch_common_features_k5_s9.0_cls1,patch_count_k5_s9.0_cls1,cls_common_features_k5_s9.0_cls1,cls_count_k5_s9.0_cls1,patch_common_features_k7_s2.0_cls1,patch_count_k7_s2.0_cls1,cls_common_features_k7_s2.0_cls1,cls_count_k7_s2.0_cls1,patch_common_features_k7_s4.0_cls1,patch_count_k7_s4.0_cls1,cls_common_features_k7_s4.0_cls1,cls_count_k7_s4.0_cls1,patch_common_features_k7_s13.5_cls1,patch_count_k7_s13.5_cls1,cls_common_features_k7_s13.5_cls1,cls_count_k7_s13.5_cls1,patch_common_features_k7_s15.0_cls1,patch_count_k7_s15.0_cls1,cls_common_features_k7_s15.0_cls1,cls_count_k7_s15.0_cls1,patch_common_features_k11_s2.0_cls1,patch_count_k11_s2.0_cls1,cls_common_features_k11_s2.0_cls1,cls_count_k11_s2.0_cls1,patch_common_features_k11_s5.0_cls1,patch_count_k11_s5.0_cls1,cls_common_features_k11_s5.0_cls1,cls_count_k11_s5.0_cls1
5,7,"[0, 27, 40, 42, 62]",5,"[0, 10, 13, 42, 58, 59, 62]",7,"[0, 1, 10, 17, 20, 40, 42, 44]",8,"[0, 1, 10, 17, 20, 42, 44, 58, 62]",9,"[0, 1, 17, 20, 40, 42, 44, 62]",8,"[0, 1, 10, 20, 42, 44, 58, 62]",8,"[0, 1, 19, 20, 40, 42, 44, 62]",8,"[0, 1, 10, 20, 42, 44, 58, 62]",8,"[0, 1, 10, 17, 20, 34, 40, 42, 44]",9,"[0, 1, 10, 17, 36, 42, 44, 58]",8,"[0, 1, 17, 20, 36, 40, 42, 44]",8,"[0, 1, 10, 17, 20, 42, 44, 58]",8,"[1, 17, 19, 20, 40, 42, 44]",7,"[0, 1, 10, 17, 20, 42, 44, 58]",8,"[1, 17, 19, 20, 40, 42, 44]",7,"[0, 1, 10, 17, 20, 42, 44, 58]",8,"[0, 1, 10, 17, 20, 34, 42, 44]",8,"[0, 1, 10, 17, 42, 44, 58]",7,"[0, 1, 17, 19, 20, 23, 38, 42, 44]",9,"[0, 1, 10, 17, 42, 44, 58]",7
5,8,"[1, 5, 11, 18, 19, 26, 35, 63]",8,"[1, 13, 18, 22, 26, 57, 60, 62, 63]",9,"[0, 15, 19, 26, 48, 63]",6,"[1, 18, 26, 60, 62, 63]",6,"[0, 1, 18, 19, 26, 48, 49, 63]",8,"[18, 26, 32, 60, 62, 63]",6,"[0, 1, 18, 19, 26, 32, 48, 49, 63]",9,"[18, 26, 32, 60, 62, 63]",6,"[0, 15, 16, 19, 26, 63]",6,"[0, 1, 18, 26, 44, 45, 60, 62, 63]",9,"[0, 19, 26, 49, 63]",5,"[0, 1, 18, 25, 26, 32, 44, 45, 60, 63]",10,"[0, 19, 26, 32, 49, 63]",6,"[18, 25, 26, 32, 45, 60, 63]",7,"[0, 19, 26, 32, 49, 63]",6,"[18, 25, 26, 32, 45, 60, 63]",7,"[0, 7, 15, 16, 19, 26, 63]",7,"[0, 1, 18, 26, 44, 45, 60, 62, 63]",9,"[0, 6, 16, 19, 26, 49, 63]",7,"[0, 1, 18, 26, 44, 57, 60, 63]",8
5,9,"[20, 34, 37, 45, 57]",5,"[14, 20, 25, 30, 36, 37, 47, 57]",8,"[14, 20, 30, 34, 41, 45, 50, 57]",8,"[14, 20, 25, 30, 36, 37, 47, 50, 57, 58]",10,"[14, 20, 30, 34, 37, 41, 45, 57]",8,"[14, 25, 30, 36, 37, 47, 50, 57, 58]",9,"[14, 20, 30, 34, 37, 41, 45, 57]",8,"[14, 25, 30, 36, 37, 47, 50, 57, 58]",9,"[4, 14, 20, 30, 41, 45, 50, 57]",8,"[4, 14, 25, 30, 36, 37, 47, 50, 57, 58]",10,"[14, 20, 30, 41, 45, 50, 56, 57]",8,"[4, 14, 25, 30, 36, 37, 47, 50, 57, 58]",10,"[14, 20, 30, 41, 45, 50, 56, 57]",8,"[14, 25, 30, 36, 37, 47, 50, 57, 58]",9,"[14, 20, 30, 41, 45, 50, 56, 57]",8,"[14, 25, 30, 36, 37, 47, 50, 57, 58]",9,"[4, 14, 20, 30, 41, 45, 50, 57]",8,"[4, 14, 30, 36, 47, 50, 57, 58]",8,"[4, 14, 30, 41, 50, 56, 57, 60]",8,"[4, 8, 14, 25, 30, 36, 50, 57, 58]",9
5,10,"[5, 6, 16, 22, 24, 48, 49, 52, 63]",9,"[6, 21, 22, 28, 29, 48, 49, 52]",8,"[5, 6, 16, 24, 43, 48, 52, 62, 63]",9,"[6, 10, 14, 21, 24, 29, 52, 62, 63]",9,"[5, 6, 24, 43, 48, 52, 63]",7,"[5, 6, 10, 21, 22, 29, 52]",7,"[5, 6, 22, 24, 43, 48, 52, 63]",8,"[5, 6, 21, 22, 29, 52, 63]",7,"[6, 14, 16, 24, 52, 62, 63]",7,"[6, 10, 14, 19, 21, 24, 29, 52, 62]",9,"[5, 6, 14, 24, 43, 52, 62]",7,"[6, 10, 14, 19, 21, 24, 28, 29, 52, 62]",10,"[5, 6, 14, 24, 52, 62]",6,"[5, 6, 10, 14, 21, 28, 29, 52, 62]",9,"[5, 6, 14, 24, 52, 62]",6,"[5, 6, 10, 14, 21, 28, 29, 52, 62]",9,"[6, 14, 16, 24, 25, 43, 52, 62]",8,"[6, 10, 14, 19, 21, 24, 29, 52, 62]",9,"[6, 14, 24, 25, 52, 62]",6,"[6, 14, 19, 21, 24, 29, 52, 62]",8
5,11,"[2, 3, 8, 10, 22, 38, 48, 50]",8,"[2, 3, 10, 16, 22, 35, 45, 48]",8,"[2, 3, 10, 13, 35, 38, 48]",7,"[2, 3, 32, 35, 45, 48, 62]",7,"[2, 3, 10, 22, 35, 38, 48]",7,"[3, 32, 35, 45, 48, 62]",6,"[2, 3, 8, 22, 35, 48]",6,"[3, 22, 27, 32, 45, 48]",6,"[2, 3, 10, 13, 35, 48, 62, 63]",8,"[2, 35, 48, 62, 63]",5,"[3, 41, 48, 62]",4,"[3, 32, 45, 48, 62]",5,"[3, 22, 48, 62]",4,"[3, 32, 45, 48, 62]",5,"[3, 22, 48]",3,"[3, 32, 45, 48, 62]",5,"[10, 13, 35, 48, 62, 63]",6,"[2, 29, 35, 48, 62, 63]",6,"[2, 3, 35, 41, 48, 62, 63]",7,"[2, 29, 32, 35, 41, 48, 62, 63]",8
6,0,"[14, 24, 36, 48, 60]",5,"[3, 14, 19, 21, 29, 32, 42, 60]",8,"[11, 24, 36]",3,"[3, 14, 19, 29, 32, 60]",6,"[36, 48, 49]",3,"[3, 14, 24, 29, 32, 60]",6,"[16, 36, 48, 49]",4,"[3, 14, 24, 29, 32, 60]",6,"[11, 14, 16, 24, 36]",5,"[3, 11, 14, 29, 32, 60]",6,"[11, 16, 36]",3,"[3, 14, 19, 24, 29, 32, 60]",7,"[11, 16, 36, 63]",4,"[3, 14, 19, 24, 32, 60]",6,"[11, 16, 36, 63]",4,"[3, 14, 19, 24, 32, 60]",6,"[11, 14, 16, 36, 61]",5,"[2, 3, 11, 14, 29, 32, 60]",7,"[0, 1, 11, 16, 27, 36, 50]",7,"[2, 3, 7, 14, 19, 24, 32, 55, 60]",9
6,1,"[14, 18, 22, 30]",4,"[12, 17, 20, 27, 29, 58, 61]",7,"[5, 14, 18, 22, 30, 44, 45, 53]",8,"[12, 20, 27, 29, 61]",5,"[5, 14, 18, 22, 30, 45]",6,"[12, 20, 27, 29, 41]",5,"[5, 14, 18, 22, 30, 45]",6,"[4, 12, 20, 27, 29, 41]",6,"[5, 14, 18, 22, 30, 55]",6,"[8, 12, 20, 27, 29, 43, 61]",7,"[5, 14, 18, 22, 30, 45, 55]",7,"[4, 8, 12, 20, 27, 29, 61]",7,"[5, 14, 18, 22, 25, 30, 45]",7,"[4, 8, 12, 20, 27, 29, 61]",7,"[5, 14, 18, 22, 25, 30, 45]",7,"[4, 8, 12, 20, 27, 29, 61]",7,"[5, 14, 18, 22, 30, 55]",6,"[8, 12, 20, 27, 29, 43, 53, 61]",8,"[5, 14, 18, 22, 25, 30, 55]",7,"[4, 12, 20, 29, 43, 44, 53, 61]",8
6,2,"[0, 2, 10, 12, 22, 26, 30, 46, 55]",9,"[0, 12, 22, 25, 26, 51, 55]",7,"[10, 12, 22, 26, 30, 44, 55]",7,"[12, 25, 26, 51, 54, 55]",6,"[0, 8, 10, 12, 22, 26, 30, 44, 55]",9,"[0, 26, 30, 51, 55]",5,"[0, 8, 10, 12, 26, 30, 44, 53, 55]",9,"[0, 26, 30, 51, 55]",5,"[10, 12, 22, 25, 44, 54, 55]",7,"[7, 21, 25, 26, 51, 54, 55]",7,"[8, 10, 12, 22, 25, 30, 44, 55]",8,"[9, 21, 25, 26, 30, 51, 54, 55]",8,"[0, 10, 12, 25, 30, 44, 55]",7,"[9, 25, 26, 30, 51, 55]",6,"[0, 10, 12, 25, 30, 44, 55]",7,"[9, 25, 26, 30, 51, 55]",6,"[2, 8, 10, 12, 22, 25, 44, 54, 55]",9,"[7, 21, 25, 51, 54, 55, 61]",7,"[8, 10, 22, 25, 30, 43, 44, 54, 55]",9,"[9, 21, 25, 30, 51, 54, 55]",7
6,3,"[16, 17, 23, 49, 62]",5,"[5, 8, 10, 17, 20, 23, 49, 50, 62]",9,"[6, 16, 17, 19, 23, 49, 50, 62]",8,"[5, 6, 17, 20, 23, 49, 50, 52, 62]",9,"[6, 19, 23, 48, 50, 62]",6,"[5, 6, 17, 20, 23, 50]",6,"[6, 19, 23, 48, 50, 52, 62]",7,"[5, 6, 20, 23, 48, 50]",6,"[6, 17, 23, 30, 50, 52, 62]",7,"[5, 8, 17, 23, 30, 49, 50, 52]",8,"[6, 17, 23, 30, 50, 52]",6,"[5, 6, 13, 17, 23, 30, 50, 52]",8,"[6, 17, 19, 23, 30, 48, 50, 62]",8,"[5, 6, 17, 20, 23, 48, 50, 52]",8,"[6, 17, 19, 23, 30, 48, 50, 62]",8,"[5, 6, 17, 20, 23, 48, 50, 52]",8,"[5, 17, 23, 30, 50, 52, 62]",7,"[5, 8, 17, 23, 30, 50, 52]",7,"[5, 6, 17, 30]",4,"[5, 6, 13, 17, 20, 23, 30, 50]",8
6,4,"[14, 16, 29, 39, 54]",5,"[5, 16, 18, 23, 29, 39, 44, 52]",8,"[14, 26, 29, 39, 54]",5,"[5, 11, 18, 23, 29, 34, 39, 44, 52, 59]",10,"[0, 14, 26, 29, 39, 54]",6,"[5, 11, 18, 23, 29, 34, 39, 44, 52, 59]",10,"[0, 14, 26, 29, 39, 54]",6,"[5, 11, 18, 23, 29, 39, 52]",7,"[14, 23, 26, 29, 34, 39, 54]",7,"[5, 11, 18, 23, 24, 29, 34, 39, 59]",9,"[14, 18, 23, 26, 29, 34, 39, 54]",8,"[5, 11, 18, 23, 29, 34, 39, 59]",8,"[14, 18, 23, 26, 29, 39, 51, 54]",8,"[5, 11, 18, 23, 29, 34, 39, 59]",8,"[14, 18, 23, 26, 29, 39, 51, 54]",8,"[5, 11, 18, 23, 29, 34, 39, 59]",8,"[14, 18, 23, 26, 29, 34, 39, 54]",8,"[5, 11, 18, 23, 24, 29, 34, 44, 59]",9,"[14, 18, 23, 26, 29, 34, 39, 54]",8,"[5, 18, 23, 29, 34, 54, 59]",7
6,5,"[30, 40, 46, 50, 55]",5,"[22, 28, 38, 40, 50, 55]",6,"[40, 50, 54, 55, 59, 61]",6,"[3, 22, 28, 40, 50, 52, 55, 61]",8,"[40, 46, 50, 54, 55, 59, 61]",7,"[22, 28, 40, 50, 52, 61]",6,"[40, 46, 50, 54, 55, 59]",6,"[1, 22, 28, 40, 50, 52, 60]",7,"[23, 40, 51, 54, 55, 61]",6,"[1, 3, 22, 23, 28, 51, 52, 55, 61]",9,"[23, 40, 46, 50, 51, 54, 55, 61]",8,"[22, 23, 28, 40, 45, 51, 52, 61]",8,"[23, 40, 46, 50, 54, 55, 61]",7,"[22, 23, 28, 40, 50, 51, 52, 60, 61]",9,"[23, 40, 46, 50, 54, 55, 61]",7,"[22, 23, 28, 40, 50, 51, 52, 60, 61]",9,"[23, 40, 51, 54, 55, 61]",6,"[3, 22, 23, 28, 51, 52, 55, 61]",8,"[17, 23, 40, 46, 50, 51, 54, 55, 61]",9,"[22, 23, 28, 40, 51, 52, 55, 61]",8
6,6,"[18, 31, 36, 38, 52, 53, 61]",7,"[2, 11, 22, 24, 36, 53, 54, 60, 63]",9,"[16, 18, 31, 36, 38, 52, 61]",7,"[2, 11, 22, 24, 36, 53, 54, 60, 63]",9,"[18, 36, 38, 52, 53, 61]",6,"[2, 11, 22, 24, 36, 53, 54, 60, 63]",9,"[18, 36, 38, 52, 53, 61]",6,"[2, 11, 22, 24, 36, 53, 54, 60, 63]",9,"[14, 36, 43, 52, 60]",5,"[2, 11, 22, 24, 36, 52, 54, 60, 63]",9,"[36, 43, 52, 61]",4,"[2, 11, 22, 24, 26, 36, 54, 60, 63]",9,"[36, 52, 53, 55, 58, 61]",6,"[2, 11, 22, 24, 26, 36, 54, 60, 63]",9,"[36, 52, 53, 55, 58, 61]",6,"[2, 11, 22, 24, 26, 36, 54, 60, 63]",9,"[14, 36, 43, 52, 60]",5,"[2, 11, 22, 24, 36, 52, 54, 60, 63]",9,"[14, 36, 43, 52, 56]",5,"[2, 11, 24, 26, 36, 54, 60, 63]",8
6,7,"[19, 22, 23, 26, 27, 30, 49, 53]",8,"[7, 19, 22, 25, 30, 49, 51, 59, 62]",9,"[20, 22, 23, 26, 30, 53, 59]",7,"[7, 10, 19, 22, 25, 30, 49, 51, 59, 62]",10,"[20, 22, 23, 26, 30, 49, 53, 59]",8,"[7, 10, 19, 22, 25, 30, 45, 49, 59, 62]",10,"[20, 22, 23, 26, 30, 49, 53, 59]",8,"[7, 10, 19, 22, 25, 30, 45, 49, 59, 62]",10,"[13, 20, 23, 30, 53, 59, 62]",7,"[7, 10, 19, 22, 25, 30, 49, 51, 59, 62]",10,"[19, 20, 23, 30, 49, 53, 59]",7,"[7, 10, 19, 25, 30, 49, 59, 62]",8,"[19, 20, 23, 30, 49, 53, 59]",7,"[7, 10, 19, 25, 30, 49, 59, 62]",8,"[19, 20, 23, 30, 49, 53, 59]",7,"[7, 10, 19, 25, 30, 49, 59, 62]",8,"[13, 19, 20, 23, 30, 53, 59]",7,"[0, 7, 10, 19, 22, 25, 30, 49, 59, 62]",10,"[19, 20, 23, 24, 30, 49, 59]",7,"[7, 10, 17, 19, 25, 30, 49, 59, 62]",9
6,8,"[12, 18, 25, 45, 60]",5,"[0, 12, 18, 23, 28, 43, 46, 49]",8,"[4, 12, 18, 25, 32, 41, 48]",7,"[0, 12, 18, 43, 45, 48]",6,"[4, 12, 18, 25, 32, 41, 43, 48]",8,"[0, 8, 12, 18, 32, 43, 45, 48]",8,"[4, 18, 25, 32, 41, 45, 48]",7,"[0, 8, 12, 18, 32, 43, 45, 48]",8,"[4, 18, 25, 32, 41, 43, 48, 50, 57]",9,"[0, 12, 18, 32, 43, 45, 48, 50, 57]",9,"[4, 18, 25, 32, 41, 43, 48]",7,"[12, 18, 32, 43, 45, 48]",6,"[4, 18, 25, 32, 41, 43, 48]",7,"[12, 18, 32, 43, 45, 48]",6,"[4, 18, 25, 32, 41, 43, 48]",7,"[12, 18, 32, 43, 45, 48]",6,"[4, 18, 25, 32, 41, 43, 48, 50]",8,"[12, 18, 32, 43, 48, 50, 57]",7,"[4, 9, 25, 32, 38, 41, 43, 48]",8,"[4, 18, 32, 43, 45, 48, 57]",7
6,9,"[1, 13, 17, 22, 24, 25, 41, 45, 57]",9,"[0, 5, 7, 8, 22, 31, 33, 55, 56]",9,"[24, 25, 41, 45, 47, 57, 61, 63]",8,"[0, 5, 8, 22, 31, 33, 55, 56]",8,"[24, 25, 41, 45, 54, 57, 63]",7,"[0, 5, 8, 22, 33, 50, 55, 56]",8,"[24, 25, 41, 45, 54, 57, 63]",7,"[0, 5, 7, 8, 22, 33, 50, 55]",8,"[1, 25, 41, 45, 47, 57, 61, 63]",8,"[0, 5, 8, 13, 31, 33, 55]",7,"[25, 41, 45, 57, 61, 63]",6,"[0, 5, 8, 13, 31, 33, 50, 55]",8,"[25, 41, 45, 57, 61, 63]",6,"[0, 5, 8, 13, 31, 33, 50, 55]",8,"[25, 41, 45, 57, 61, 63]",6,"[0, 5, 8, 13, 31, 33, 50, 55]",8,"[1, 25, 41, 45, 47, 61, 63]",7,"[0, 1, 5, 8, 13, 31, 33, 55]",8,"[1, 25, 41, 45, 47, 57, 61, 63]",8,"[0, 5, 8, 13, 31, 33, 50, 55]",8
6,10,"[3, 4, 15, 17, 25, 43]",6,"[5, 6, 19, 20, 38, 42, 53, 57, 60]",9,"[3, 4, 12, 15, 25, 43, 57]",7,"[5, 6, 10, 20, 38, 42, 43, 53, 57, 60]",10,"[3, 4, 15, 25, 43, 57]",6,"[5, 6, 10, 20, 38, 42, 53, 57, 60]",9,"[3, 4, 15, 25, 38, 43, 57]",7,"[5, 6, 10, 20, 38, 42, 43, 53, 57, 60]",10,"[3, 4, 12, 13, 25, 43, 57]",7,"[5, 6, 10, 20, 38, 42, 53, 57, 60]",9,"[3, 4, 12, 13, 25, 43, 57]",7,"[5, 6, 10, 20, 38, 42, 43, 53, 57, 60]",10,"[2, 3, 4, 12, 13, 16, 25, 43, 57]",9,"[5, 6, 10, 20, 38, 42, 43, 53, 57, 60]",10,"[2, 3, 4, 12, 13, 16, 25, 43, 57]",9,"[5, 6, 10, 20, 38, 42, 43, 53, 57, 60]",10,"[3, 4, 12, 13, 43, 57]",6,"[5, 6, 10, 20, 38, 42, 53, 57]",8,"[2, 3, 4, 5, 12, 13, 43, 57]",8,"[5, 6, 10, 13, 20, 38, 42, 43, 53, 57]",10
6,11,"[11, 25, 30, 38, 49, 53, 59]",7,"[7, 10, 20, 26, 28, 43, 46, 58]",8,"[2, 7, 11, 25, 30, 47, 49, 52, 53, 59]",10,"[7, 10, 17, 26, 28, 46, 58]",7,"[2, 11, 17, 30, 49, 53, 59]",7,"[7, 10, 17, 26, 27, 28, 40, 46, 58]",9,"[2, 11, 30, 49, 53, 59]",6,"[7, 10, 17, 24, 27, 28, 40, 58]",8,"[2, 7, 17, 25, 30, 49, 52, 53]",8,"[7, 10, 17, 23, 26, 27, 28, 34, 46, 58]",10,"[2, 7, 11, 17, 29, 30, 49, 52, 53]",9,"[7, 10, 17, 26, 27, 28, 34, 58]",8,"[2, 11, 17, 29, 30, 49, 52, 53]",8,"[7, 10, 17, 27, 28, 34, 58]",7,"[2, 11, 17, 29, 30, 49, 52, 53]",8,"[7, 10, 17, 27, 28, 34, 58]",7,"[2, 7, 17, 25, 30, 38, 52, 53]",8,"[7, 10, 17, 23, 26, 27, 28, 34, 58]",9,"[2, 7, 17, 30, 52, 53]",6,"[7, 10, 17, 26, 27, 28, 29, 34, 58]",9
7,0,"[3, 19, 21, 33, 35, 48, 51]",7,"[19, 26, 28, 33, 42, 48, 49, 59]",8,"[3, 19, 33, 42, 48]",5,"[19, 26, 28, 33, 42, 44, 49, 59]",8,"[3, 19, 33, 42, 48, 51]",6,"[19, 26, 28, 33, 42, 44, 45, 49, 59]",9,"[3, 19, 33, 42, 48, 51]",6,"[19, 26, 28, 33, 42, 44, 45, 49, 59]",9,"[3, 33, 42, 43, 48, 51]",6,"[8, 26, 27, 28, 42, 43, 44, 45, 49, 59]",10,"[3, 19, 33, 42, 48, 51]",6,"[8, 27, 28, 42, 44, 45, 49, 59]",8,"[3, 19, 33, 42, 48, 51]",6,"[27, 28, 42, 44, 45, 48, 49, 59]",8,"[3, 19, 33, 42, 48, 51]",6,"[27, 28, 42, 44, 45, 48, 49, 59]",8,"[3, 36, 42, 43, 48, 51]",6,"[8, 26, 27, 28, 42, 43, 44, 45, 49]",9,"[3, 31, 36, 42, 43, 48, 51]",7,"[8, 27, 28, 36, 42, 44, 45, 48, 49, 59]",10
7,1,"[2, 7, 20, 21, 31, 45, 55]",7,"[2, 7, 11, 20, 21, 41, 52, 55]",8,"[2, 7, 45, 52, 55, 62]",6,"[2, 11, 20, 21, 38, 41, 52]",7,"[2, 62]",2,"[2, 11, 20, 21, 38, 41, 52]",7,"[2, 34, 62]",3,"[2, 11, 21, 38, 39, 41, 52]",7,"[31, 55, 58, 62]",4,"[2, 11, 20, 21, 38, 39, 41, 48, 52, 55]",10,"[39, 58, 62]",3,"[2, 9, 11, 20, 21, 38, 39, 41, 52]",9,"[38, 46, 58, 62]",4,"[2, 9, 11, 21, 38, 39, 41, 52]",8,"[38, 46, 58, 62]",4,"[2, 9, 11, 21, 38, 39, 41, 52]",8,"[31, 55, 58, 62]",4,"[2, 11, 20, 21, 38, 39, 41, 48, 52, 55]",10,"[39, 41, 52, 55, 58, 62]",6,"[2, 9, 11, 38, 39, 41, 48, 52]",8
7,2,"[8, 11, 18, 28, 33, 48, 55]",7,"[5, 8, 11, 13, 18, 33, 47, 48]",8,"[8, 11, 18, 28, 33, 42, 55]",7,"[5, 8, 11, 13, 18, 33, 47, 48, 55]",9,"[8, 11, 18, 28, 33, 42, 55]",7,"[5, 8, 11, 13, 18, 33, 47, 48]",8,"[8, 11, 18, 28, 33, 40, 42, 55]",8,"[5, 8, 11, 13, 18, 33, 47, 48]",8,"[8, 11, 18, 28, 33, 55, 57]",7,"[5, 8, 11, 13, 18, 32, 33, 47, 48, 55]",10,"[8, 11, 18, 28, 33, 42, 55, 57]",8,"[5, 11, 13, 18, 32, 33, 47, 48, 55]",9,"[8, 11, 18, 28, 33, 42, 55]",7,"[5, 11, 13, 18, 32, 33, 47, 48]",8,"[8, 11, 18, 28, 33, 42, 55]",7,"[5, 11, 13, 18, 32, 33, 47, 48]",8,"[5, 8, 18, 28, 33, 55, 57]",7,"[5, 8, 11, 13, 18, 32, 33, 47, 48, 55]",10,"[8, 18, 28, 33, 40, 55, 57]",7,"[11, 13, 18, 32, 33, 47, 48, 55]",8
7,3,"[11, 27, 30, 34, 38, 39, 45]",7,"[10, 15, 17, 30, 33, 40, 45, 60]",8,"[10, 11, 27, 30, 38, 39, 47]",7,"[3, 10, 15, 17, 25, 30, 33, 45, 60]",9,"[10, 11, 27, 30, 38, 39, 47]",7,"[3, 10, 15, 25, 30, 33, 45, 60]",8,"[10, 11, 27, 30, 38, 39, 47]",7,"[3, 10, 15, 25, 30, 33, 45, 60]",8,"[10, 21, 22, 27, 30, 47]",6,"[3, 10, 15, 17, 25, 30, 45]",7,"[3, 10, 15, 21, 27, 30, 47, 48]",8,"[3, 10, 15, 25, 30, 33, 45, 60]",8,"[3, 10, 27, 30, 47, 48]",6,"[3, 10, 15, 25, 30, 33, 45, 60]",8,"[3, 10, 27, 30, 47, 48]",6,"[3, 10, 15, 25, 30, 33, 45, 60]",8,"[3, 10, 15, 21, 27, 30, 47]",7,"[3, 10, 15, 17, 21, 25, 30, 45]",8,"[3, 10, 21, 27, 30, 47]",6,"[3, 10, 15, 21, 25, 30, 45, 60]",8
7,4,"[18, 19, 48, 53, 59]",5,"[5, 13, 14, 20, 39, 43, 53, 62]",8,"[18, 19, 48, 53, 59]",5,"[5, 13, 14, 20, 39, 42, 43, 53, 62]",9,"[18, 48, 53, 59]",4,"[5, 13, 14, 20, 39, 42, 43, 53, 62]",9,"[18, 48, 53, 54, 59]",5,"[5, 13, 14, 20, 39, 42, 43, 62]",8,"[18, 48, 53, 59, 61, 63]",6,"[5, 13, 14, 20, 39, 42, 43, 53, 62]",9,"[18, 48, 53, 59, 61, 63]",6,"[5, 13, 14, 20, 39, 42, 43, 62]",8,"[18, 48, 53, 59, 61, 63]",6,"[5, 13, 14, 20, 39, 42, 43, 62]",8,"[18, 48, 53, 59, 61, 63]",6,"[5, 13, 14, 20, 39, 42, 43, 62]",8,"[18, 48, 53, 54, 59, 61, 63]",7,"[5, 13, 14, 20, 39, 42, 43, 53, 62]",9,"[18, 53, 55, 63]",4,"[5, 13, 14, 20, 39, 42, 62]",7
7,5,"[12, 24, 30, 32, 55, 63]",6,"[4, 11, 12, 24, 27, 32, 57, 60]",8,"[12, 24, 30, 63]",4,"[10, 11, 12, 24, 27, 32, 57, 60]",8,"[12, 23, 24, 30, 63]",5,"[4, 10, 11, 12, 24, 27, 32, 57]",8,"[3, 12, 24, 30, 63]",5,"[10, 11, 12, 24, 27, 32, 57]",7,"[12, 15, 24, 30, 63]",5,"[10, 11, 12, 21, 24, 27, 35]",7,"[12, 24, 30, 63]",4,"[10, 11, 12, 21, 24, 27, 35, 60]",8,"[3, 12, 24, 30, 63]",5,"[10, 11, 12, 21, 24, 27, 60]",7,"[3, 12, 24, 30, 63]",5,"[10, 11, 12, 21, 24, 27, 60]",7,"[12, 15, 21, 24, 30, 63]",6,"[10, 11, 12, 21, 24, 27, 35]",7,"[12, 15, 20, 21, 24, 29, 30, 63]",8,"[10, 11, 12, 21, 24, 27, 35]",7
7,6,"[27, 36, 38, 44, 46, 50, 61]",7,"[27, 34, 36, 38, 43, 44, 50]",7,"[27, 36, 38, 44, 46, 50]",6,"[34, 36, 38, 44, 46, 62]",6,"[36, 38, 39, 44, 59]",5,"[20, 25, 34, 36, 38, 39, 44, 62]",8,"[27, 36, 38, 39, 44, 59]",6,"[34, 36, 38, 39, 44, 62]",6,"[20, 27, 36, 38, 44, 46, 62]",7,"[20, 34, 36, 38, 44, 46, 51, 62]",8,"[20, 25, 36, 38, 39, 44, 46, 58, 62]",9,"[20, 25, 34, 36, 39, 44, 46, 58, 62]",9,"[20, 25, 27, 36, 38, 39, 44, 46, 58, 59, 62]",11,"[20, 25, 34, 36, 39, 44, 46, 58, 62]",9,"[20, 25, 27, 36, 38, 39, 44, 46, 58, 59, 62]",11,"[20, 25, 34, 36, 39, 44, 46, 58, 62]",9,"[20, 27, 36, 38, 44, 46, 62]",7,"[20, 34, 36, 38, 44, 46, 51, 62]",8,"[20, 25, 36, 44, 46, 58, 62]",7,"[20, 25, 34, 36, 44, 46, 58, 62]",8
7,7,"[4, 6, 36, 40, 45, 57]",6,"[6, 7, 36, 45, 51, 57]",6,"[4, 6, 26, 33, 36, 40, 57]",7,"[2, 6, 7, 16, 33, 36, 40, 45, 51, 57]",10,"[4, 6, 33, 36, 40, 52, 57]",7,"[2, 6, 7, 13, 16, 33, 36, 40, 57]",9,"[6, 36, 40, 52, 57]",5,"[6, 7, 33, 36, 40, 57]",6,"[4, 6, 13, 15, 26, 33, 36, 40]",8,"[2, 6, 7, 13, 16, 33, 51, 57]",8,"[4, 6, 13, 26, 36, 40, 52, 57]",8,"[2, 6, 7, 13, 33, 36, 40, 57]",8,"[4, 6, 13, 26, 36, 40, 52, 57]",8,"[2, 6, 7, 13, 33, 36, 40, 57]",8,"[4, 6, 13, 26, 36, 40, 52, 57]",8,"[2, 6, 7, 13, 33, 36, 40, 57]",8,"[4, 6, 13, 15, 26, 36, 40]",7,"[2, 6, 7, 13, 33, 40, 51, 57]",8,"[4, 6, 13, 26, 36, 40, 52, 57]",8,"[2, 7, 13, 20, 33, 36, 57]",7
